,case,event,time:timestamp,Column_4,role,case:creator
323,prepareLunch,complete,2011-12-06 14:55:18+01:00,prepareLunch,92,Fluxicon Disco
324,eatingLunch,start,2011-12-06 14:56:00+01:00,eatingLunch,92,Fluxicon Disco
325,eatingLunch,complete,2011-12-06 15:18:18+01:00,eatingLunch,92,Fluxicon Disco
326,washing,start,2011-12-06 15:18:35+01:00,washing,92,Fluxicon Disco
327,washing,complete,2011-12-06 15:20:32+01:00,washing,92,Fluxicon Disco
328,watchingtv,start,2011-12-06 15:21:46+01:00,watchingtv,92,Fluxicon Disco
329,watchingtv,complete,2011-12-06 17:11:04+01:00,watchingtv,92,Fluxicon Disco
330,toilet,start,2011-12-06 17:18:22+01:00,toilet,92,Fluxicon Disco
331,toilet,complete,2011-12-06 17:18:49+01:00,toilet,92,Fluxicon Disco
332,washing,start,2011-12-06 17:19:04+01:00,washing,92,Fluxicon Disco
333,washing,complete,2011-12-06 17:19:14+01:00,washing,92,Fluxicon Disco
334,watchingtv,start,2011-12-06 17:19:34+01:00,watchingtv,92,Fluxicon Disco
335,watchingtv,complete,2011-12-06 18:06:26+01:00,watchingtv,92,Fluxicon Disco
336,washing,start,2011-12-06 18:07:03+01:00,washing,92,Fluxicon Disco
337,washing,complete,2011-12-06 18:07:15+01:00,washing,92,Fluxicon Disco
338,watchingtv,start,2011-12-06 18:07:36+01:00,watchingtv,92,Fluxicon Disco
339,watchingtv,complete,2011-12-06 19:22:33+01:00,watchingtv,92,Fluxicon Disco
340,snack,start,2011-12-06 19:22:50+01:00,snack,92,Fluxicon Disco
341,snack,complete,2011-12-06 19:22:55+01:00,snack,92,Fluxicon Disco
342,washing,start,2011-12-06 19:25:56+01:00,washing,92,Fluxicon Disco
343,washing,complete,2011-12-06 19:26:20+01:00,washing,92,Fluxicon Disco
344,watchingtv,start,2011-12-06 19:40:28+01:00,watchingtv,92,Fluxicon Disco
345,watchingtv,complete,2011-12-07 00:07:38+01:00,watchingtv,92,Fluxicon Disco
346,End,start,2011-12-07 00:07:38+01:00,End,92,Fluxicon Disco
347,End,complete,2011-12-07 00:07:38+01:00,End,92,Fluxicon Disco
348,Start,start,2011-12-07 00:07:47+01:00,Start,102,Fluxicon Disco
349,Start,complete,2011-12-07 00:07:47+01:00,Start,102,Fluxicon Disco
350,washing,start,2011-12-07 00:07:47+01:00,washing,102,Fluxicon Disco
351,washing,complete,2011-12-07 00:07:57+01:00,washing,102,Fluxicon Disco
352,watchingtv,start,2011-12-07 00:08:10+01:00,watchingtv,102,Fluxicon Disco
353,watchingtv,complete,2011-12-07 00:54:50+01:00,watchingtv,102,Fluxicon Disco
354,toilet,start,2011-12-07 00:57:29+01:00,toilet,102,Fluxicon Disco
355,toilet,complete,2011-12-07 00:57:53+01:00,toilet,102,Fluxicon Disco
356,sleeping,start,2011-12-07 00:59:56+01:00,sleeping,102,Fluxicon Disco
357,sleeping,complete,2011-12-07 10:45:40+01:00,sleeping,102,Fluxicon Disco
358,toilet,start,2011-12-07 10:49:26+01:00,toilet,102,Fluxicon Disco
359,toilet,complete,2011-12-07 10:49:54+01:00,toilet,102,Fluxicon Disco
360,washing,start,2011-12-07 10:50:45+01:00,washing,102,Fluxicon Disco
361,washing,complete,2011-12-07 11:04:14+01:00,washing,102,Fluxicon Disco
362,shower,start,2011-12-07 11:05:51+01:00,shower,102,Fluxicon Disco
363,shower,complete,2011-12-07 11:11:32+01:00,shower,102,Fluxicon Disco
364,prepareBreakfast,start,2011-12-07 11:12:17+01:00,prepareBreakfast,102,Fluxicon Disco
365,prepareBreakfast,complete,2011-12-07 11:17:14+01:00,prepareBreakfast,102,Fluxicon Disco
366,eatingBreakfast,start,2011-12-07 11:17:22+01:00,eatingBreakfast,102,Fluxicon Disco
367,eatingBreakfast,complete,2011-12-07 11:22:35+01:00,eatingBreakfast,102,Fluxicon Disco
368,watchingtv,start,2011-12-07 11:22:58+01:00,watchingtv,102,Fluxicon Disco
369,watchingtv,complete,2011-12-07 13:56:10+01:00,watchingtv,102,Fluxicon Disco
370,prepareLunch,start,2011-12-07 14:04:32+01:00,prepareLunch,102,Fluxicon Disco
371,prepareLunch,complete,2011-12-07 14:13:34+01:00,prepareLunch,102,Fluxicon Disco
372,eatingLunch,start,2011-12-07 14:14:00+01:00,eatingLunch,102,Fluxicon Disco
373,eatingLunch,complete,2011-12-07 14:41:00+01:00,eatingLunch,102,Fluxicon Disco
374,watchingtv,start,2011-12-07 14:41:59+01:00,watchingtv,102,Fluxicon Disco
375,watchingtv,complete,2011-12-07 15:28:03+01:00,watchingtv,102,Fluxicon Disco
376,washing,start,2011-12-07 15:31:23+01:00,washing,102,Fluxicon Disco
377,washing,complete,2011-12-07 15:31:41+01:00,washing,102,Fluxicon Disco
378,toilet,start,2011-12-07 15:31:46+01:00,toilet,102,Fluxicon Disco
379,watchingtv,start,2011-12-07 15:32:15+01:00,watchingtv,102,Fluxicon Disco
380,toilet,complete,2011-12-07 15:32:18+01:00,toilet,102,Fluxicon Disco
381,watchingtv,complete,2011-12-07 16:11:28+01:00,watchingtv,102,Fluxicon Disco
382,washing,start,2011-12-07 16:15:26+01:00,washing,102,Fluxicon Disco
383,washing,complete,2011-12-07 16:21:09+01:00,washing,102,Fluxicon Disco
384,outdoors,start,2011-12-07 16:25:45+01:00,outdoors,102,Fluxicon Disco
385,outdoors,complete,2011-12-07 18:12:36+01:00,outdoors,102,Fluxicon Disco
386,washing,start,2011-12-07 18:14:56+01:00,washing,102,Fluxicon Disco
387,washing,complete,2011-12-07 18:14:59+01:00,washing,102,Fluxicon Disco
388,toilet,start,2011-12-07 18:15:03+01:00,toilet,102,Fluxicon Disco
389,toilet,complete,2011-12-07 18:15:29+01:00,toilet,102,Fluxicon Disco
390,watchingtv,start,2011-12-07 18:15:51+01:00,watchingtv,102,Fluxicon Disco
391,watchingtv,complete,2011-12-07 19:23:39+01:00,watchingtv,102,Fluxicon Disco
392,snack,start,2011-12-07 19:23:55+01:00,snack,102,Fluxicon Disco
393,snack,complete,2011-12-07 20:38:18+01:00,snack,102,Fluxicon Disco
394,toilet,start,2011-12-07 20:39:16+01:00,toilet,102,Fluxicon Disco
395,toilet,complete,2011-12-07 20:39:44+01:00,toilet,102,Fluxicon Disco
396,watchingtv,start,2011-12-07 20:40:29+01:00,watchingtv,102,Fluxicon Disco
397,watchingtv,complete,2011-12-07 23:19:30+01:00,watchingtv,102,Fluxicon Disco
398,washing,start,2011-12-07 23:19:40+01:00,washing,102,Fluxicon Disco
399,washing,complete,2011-12-07 23:19:56+01:00,washing,102,Fluxicon Disco
400,watchingtv,start,2011-12-07 23:20:16+01:00,watchingtv,102,Fluxicon Disco
401,watchingtv,complete,2011-12-08 01:32:32+01:00,watchingtv,102,Fluxicon Disco
402,End,start,2011-12-08 01:32:32+01:00,End,102,Fluxicon Disco
403,End,complete,2011-12-08 01:32:32+01:00,End,102,Fluxicon Disco
404,Start,start,2011-12-08 01:39:41+01:00,Start,112,Fluxicon Disco
405,Start,complete,2011-12-08 01:39:41+01:00,Start,112,Fluxicon Disco
406,sleeping,start,2011-12-08 01:39:41+01:00,sleeping,112,Fluxicon Disco
407,sleeping,complete,2011-12-08 11:14:29+01:00,sleeping,112,Fluxicon Disco
408,washing,start,2011-12-08 11:17:37+01:00,washing,112,Fluxicon Disco
409,washing,complete,2011-12-08 11:17:48+01:00,washing,112,Fluxicon Disco
410,toilet,start,2011-12-08 11:17:58+01:00,toilet,112,Fluxicon Disco
411,washing,start,2011-12-08 11:18:10+01:00,washing,112,Fluxicon Disco
412,washing,complete,2011-12-08 11:18:13+01:00,washing,112,Fluxicon Disco
413,toilet,complete,2011-12-08 11:18:30+01:00,toilet,112,Fluxicon Disco
414,shower,start,2011-12-08 11:19:22+01:00,shower,112,Fluxicon Disco
415,shower,complete,2011-12-08 11:24:17+01:00,shower,112,Fluxicon Disco
416,prepareBreakfast,start,2011-12-08 11:25:12+01:00,prepareBreakfast,112,Fluxicon Disco
417,prepareBreakfast,complete,2011-12-08 11:28:24+01:00,prepareBreakfast,112,Fluxicon Disco
418,eatingBreakfast,start,2011-12-08 11:29:01+01:00,eatingBreakfast,112,Fluxicon Disco
419,eatingBreakfast,complete,2011-12-08 11:35:55+01:00,eatingBreakfast,112,Fluxicon Disco
420,watchingtv,start,2011-12-08 11:36:09+01:00,watchingtv,112,Fluxicon Disco
421,watchingtv,complete,2011-12-08 13:41:19+01:00,watchingtv,112,Fluxicon Disco
422,washing,start,2011-12-08 14:04:49+01:00,washing,112,Fluxicon Disco
423,washing,complete,2011-12-08 14:05:01+01:00,washing,112,Fluxicon Disco
424,outdoors,start,2011-12-08 14:10:03+01:00,outdoors,112,Fluxicon Disco
425,outdoors,complete,2011-12-08 16:21:41+01:00,outdoors,112,Fluxicon Disco
426,watchingtv,start,2011-12-08 16:24:27+01:00,watchingtv,112,Fluxicon Disco
427,watchingtv,complete,2011-12-08 22:13:23+01:00,watchingtv,112,Fluxicon Disco
428,washing,start,2011-12-08 22:13:35+01:00,washing,112,Fluxicon Disco
429,washing,complete,2011-12-08 22:13:49+01:00,washing,112,Fluxicon Disco
430,watchingtv,start,2011-12-08 22:14:14+01:00,watchingtv,112,Fluxicon Disco
431,watchingtv,complete,2011-12-08 23:12:37+01:00,watchingtv,112,Fluxicon Disco
432,washing,start,2011-12-08 23:14:09+01:00,washing,112,Fluxicon Disco
433,washing,complete,2011-12-08 23:14:27+01:00,washing,112,Fluxicon Disco
434,watchingtv,start,2011-12-08 23:14:35+01:00,watchingtv,112,Fluxicon Disco
435,watchingtv,complete,2011-12-09 01:03:07+01:00,watchingtv,112,Fluxicon Disco
436,End,start,2011-12-09 01:03:07+01:00,End,112,Fluxicon Disco
437,End,complete,2011-12-09 01:03:07+01:00,End,112,Fluxicon Disco
438,Start,start,2011-12-09 01:04:24+01:00,Start,122,Fluxicon Disco
439,Start,complete,2011-12-09 01:04:24+01:00,Start,122,Fluxicon Disco
440,washing,start,2011-12-09 01:04:24+01:00,washing,122,Fluxicon Disco
441,washing,complete,2011-12-09 01:05:43+01:00,washing,122,Fluxicon Disco
442,sleeping,start,2011-12-09 01:16:42+01:00,sleeping,122,Fluxicon Disco
443,sleeping,complete,2011-12-09 10:49:07+01:00,sleeping,122,Fluxicon Disco
444,toilet,start,2011-12-09 10:51:56+01:00,toilet,122,Fluxicon Disco
445,toilet,complete,2011-12-09 10:52:27+01:00,toilet,122,Fluxicon Disco
446,washing,start,2011-12-09 10:52:40+01:00,washing,122,Fluxicon Disco
447,washing,complete,2011-12-09 10:52:50+01:00,washing,122,Fluxicon Disco
448,shower,start,2011-12-09 10:54:58+01:00,shower,122,Fluxicon Disco
449,shower,complete,2011-12-09 10:58:21+01:00,shower,122,Fluxicon Disco
450,prepareBreakfast,start,2011-12-09 11:00:13+01:00,prepareBreakfast,122,Fluxicon Disco
451,prepareBreakfast,complete,2011-12-09 11:03:09+01:00,prepareBreakfast,122,Fluxicon Disco
452,eatingBreakfast,start,2011-12-09 11:03:33+01:00,eatingBreakfast,122,Fluxicon Disco
453,eatingBreakfast,complete,2011-12-09 11:09:08+01:00,eatingBreakfast,122,Fluxicon Disco
454,watchingtv,start,2011-12-09 11:09:35+01:00,watchingtv,122,Fluxicon Disco
455,watchingtv,complete,2011-12-09 12:32:57+01:00,watchingtv,122,Fluxicon Disco
456,washing,start,2011-12-09 12:33:21+01:00,washing,122,Fluxicon Disco
457,washing,complete,2011-12-09 12:42:15+01:00,washing,122,Fluxicon Disco
458,outdoors,start,2011-12-09 12:44:16+01:00,outdoors,122,Fluxicon Disco
459,outdoors,complete,2011-12-09 16:33:56+01:00,outdoors,122,Fluxicon Disco
460,watchingtv,start,2011-12-09 16:45:53+01:00,watchingtv,122,Fluxicon Disco
461,watchingtv,complete,2011-12-09 16:59:52+01:00,watchingtv,122,Fluxicon Disco
462,toilet,start,2011-12-09 17:04:57+01:00,toilet,122,Fluxicon Disco
463,toilet,complete,2011-12-09 17:05:23+01:00,toilet,122,Fluxicon Disco
464,watchingtv,start,2011-12-09 17:06:38+01:00,watchingtv,122,Fluxicon Disco
465,watchingtv,complete,2011-12-09 17:59:19+01:00,watchingtv,122,Fluxicon Disco
466,washing,start,2011-12-09 17:59:25+01:00,washing,122,Fluxicon Disco
467,washing,complete,2011-12-09 17:59:27+01:00,washing,122,Fluxicon Disco
468,watchingtv,start,2011-12-09 18:02:18+01:00,watchingtv,122,Fluxicon Disco
469,watchingtv,complete,2011-12-09 18:19:35+01:00,watchingtv,122,Fluxicon Disco
470,outdoors,start,2011-12-09 18:32:02+01:00,outdoors,122,Fluxicon Disco
471,outdoors,complete,2011-12-09 18:50:45+01:00,outdoors,122,Fluxicon Disco
472,watchingtv,start,2011-12-09 19:19:54+01:00,watchingtv,122,Fluxicon Disco
473,watchingtv,complete,2011-12-09 21:04:31+01:00,watchingtv,122,Fluxicon Disco
474,washing,start,2011-12-09 21:04:37+01:00,washing,122,Fluxicon Disco
475,washing,complete,2011-12-09 21:04:50+01:00,washing,122,Fluxicon Disco
476,watchingtv,start,2011-12-09 21:04:59+01:00,watchingtv,122,Fluxicon Disco
477,watchingtv,complete,2011-12-10 00:16:21+01:00,watchingtv,122,Fluxicon Disco
478,End,start,2011-12-10 00:16:21+01:00,End,122,Fluxicon Disco
479,End,complete,2011-12-10 00:16:21+01:00,End,122,Fluxicon Disco
480,Start,start,2012-11-12 00:48:38+01:00,Start,21,Fluxicon Disco
481,Start,complete,2012-11-12 00:48:38+01:00,Start,21,Fluxicon Disco
482,washing,start,2012-11-12 00:48:38+01:00,washing,21,Fluxicon Disco
483,washing,complete,2012-11-12 00:50:12+01:00,washing,21,Fluxicon Disco
484,watchingtv,start,2012-11-12 00:50:29+01:00,watchingtv,21,Fluxicon Disco
485,watchingtv,complete,2012-11-12 01:52:12+01:00,watchingtv,21,Fluxicon Disco
486,toilet,start,2012-11-12 01:53:19+01:00,toilet,21,Fluxicon Disco
487,toilet,complete,2012-11-12 01:53:22+01:00,toilet,21,Fluxicon Disco
488,washing,start,2012-11-12 01:53:27+01:00,washing,21,Fluxicon Disco
489,washing,complete,2012-11-12 01:53:35+01:00,washing,21,Fluxicon Disco
490,toilet,start,2012-11-12 01:53:39+01:00,toilet,21,Fluxicon Disco
491,toilet,complete,2012-11-12 01:53:57+01:00,toilet,21,Fluxicon Disco
492,sleeping,start,2012-11-12 01:55:09+01:00,sleeping,21,Fluxicon Disco
493,sleeping,complete,2012-11-12 09:31:19+01:00,sleeping,21,Fluxicon Disco
494,toilet,start,2012-11-12 09:37:28+01:00,toilet,21,Fluxicon Disco
495,toilet,complete,2012-11-12 09:41:17+01:00,toilet,21,Fluxicon Disco
496,prepareBreakfast,start,2012-11-12 09:42:02+01:00,prepareBreakfast,21,Fluxicon Disco
497,prepareBreakfast,complete,2012-11-12 09:50:02+01:00,prepareBreakfast,21,Fluxicon Disco
498,eatingBreakfast,start,2012-11-12 09:52:33+01:00,eatingBreakfast,21,Fluxicon Disco
499,eatingBreakfast,complete,2012-11-12 09:55:29+01:00,eatingBreakfast,21,Fluxicon Disco
500,watchingtv,start,2012-11-12 09:56:16+01:00,watchingtv,21,Fluxicon Disco
501,watchingtv,complete,2012-11-12 10:17:05+01:00,watchingtv,21,Fluxicon Disco
502,washing,start,2012-11-12 10:18:19+01:00,washing,21,Fluxicon Disco
503,washing,complete,2012-11-12 10:20:15+01:00,washing,21,Fluxicon Disco
504,shower,start,2012-11-12 10:21:39+01:00,shower,21,Fluxicon Disco
505,shower,complete,2012-11-12 10:32:38+01:00,shower,21,Fluxicon Disco
506,grooming,start,2012-11-12 10:33:23+01:00,grooming,21,Fluxicon Disco
507,grooming,complete,2012-11-12 10:33:42+01:00,grooming,21,Fluxicon Disco
508,washing,start,2012-11-12 10:33:47+01:00,washing,21,Fluxicon Disco
509,washing,complete,2012-11-12 10:40:01+01:00,washing,21,Fluxicon Disco
510,grooming,start,2012-11-12 10:40:29+01:00,grooming,21,Fluxicon Disco
511,grooming,complete,2012-11-12 10:41:44+01:00,grooming,21,Fluxicon Disco
512,washing,start,2012-11-12 10:42:05+01:00,washing,21,Fluxicon Disco
513,washing,complete,2012-11-12 10:42:07+01:00,washing,21,Fluxicon Disco
514,watchingtv,start,2012-11-12 10:47:17+01:00,watchingtv,21,Fluxicon Disco
515,watchingtv,complete,2012-11-12 11:04:56+01:00,watchingtv,21,Fluxicon Disco
516,snack,start,2012-11-12 11:05:44+01:00,snack,21,Fluxicon Disco
517,snack,complete,2012-11-12 12:39:42+01:00,snack,21,Fluxicon Disco
518,toilet,start,2012-11-12 12:41:44+01:00,toilet,21,Fluxicon Disco
519,toilet,complete,2012-11-12 12:55:12+01:00,toilet,21,Fluxicon Disco
520,washing,start,2012-11-12 13:00:02+01:00,washing,21,Fluxicon Disco
521,washing,complete,2012-11-12 13:18:24+01:00,washing,21,Fluxicon Disco
522,watchingtv,start,2012-11-12 13:19:01+01:00,watchingtv,21,Fluxicon Disco
523,watchingtv,complete,2012-11-12 13:44:27+01:00,watchingtv,21,Fluxicon Disco
524,prepareLunch,start,2012-11-12 13:45:49+01:00,prepareLunch,21,Fluxicon Disco
525,eatingLunch,start,2012-11-12 13:48:49+01:00,eatingLunch,21,Fluxicon Disco
526,prepareLunch,complete,2012-11-12 14:48:14+01:00,prepareLunch,21,Fluxicon Disco
527,eatingLunch,complete,2012-11-12 14:53:14+01:00,eatingLunch,21,Fluxicon Disco
528,watchingtv,start,2012-11-12 14:54:45+01:00,watchingtv,21,Fluxicon Disco
529,watchingtv,complete,2012-11-12 15:22:50+01:00,watchingtv,21,Fluxicon Disco
530,snack,start,2012-11-12 15:23:00+01:00,snack,21,Fluxicon Disco
531,snack,complete,2012-11-12 15:31:53+01:00,snack,21,Fluxicon Disco
532,toilet,start,2012-11-12 15:38:50+01:00,toilet,21,Fluxicon Disco
533,washing,start,2012-11-12 15:39:05+01:00,washing,21,Fluxicon Disco
534,toilet,complete,2012-11-12 15:39:48+01:00,toilet,21,Fluxicon Disco
535,washing,complete,2012-11-12 15:40:39+01:00,washing,21,Fluxicon Disco
536,watchingtv,start,2012-11-12 15:42:55+01:00,watchingtv,21,Fluxicon Disco
537,watchingtv,complete,2012-11-12 16:11:34+01:00,watchingtv,21,Fluxicon Disco
538,outdoors,start,2012-11-12 16:22:22+01:00,outdoors,21,Fluxicon Disco
539,outdoors,complete,2012-11-12 17:08:37+01:00,outdoors,21,Fluxicon Disco
540,watchingtv,start,2012-11-12 17:10:11+01:00,watchingtv,21,Fluxicon Disco
541,watchingtv,complete,2012-11-12 17:35:42+01:00,watchingtv,21,Fluxicon Disco
542,toilet,start,2012-11-12 17:43:33+01:00,toilet,21,Fluxicon Disco
543,washing,start,2012-11-12 17:43:55+01:00,washing,21,Fluxicon Disco
544,washing,complete,2012-11-12 17:44:07+01:00,washing,21,Fluxicon Disco
545,toilet,complete,2012-11-12 17:44:31+01:00,toilet,21,Fluxicon Disco
546,grooming,start,2012-11-12 17:44:37+01:00,grooming,21,Fluxicon Disco
547,grooming,complete,2012-11-12 17:44:40+01:00,grooming,21,Fluxicon Disco
548,watchingtv,start,2012-11-12 17:45:22+01:00,watchingtv,21,Fluxicon Disco
549,watchingtv,complete,2012-11-12 18:46:58+01:00,watchingtv,21,Fluxicon Disco
550,snack,start,2012-11-12 18:47:29+01:00,snack,21,Fluxicon Disco
551,snack,complete,2012-11-12 19:00:56+01:00,snack,21,Fluxicon Disco
552,watchingtv,start,2012-11-12 19:02:07+01:00,watchingtv,21,Fluxicon Disco
553,watchingtv,complete,2012-11-12 21:11:58+01:00,watchingtv,21,Fluxicon Disco
554,washing,start,2012-11-12 21:14:56+01:00,washing,21,Fluxicon Disco
555,washing,complete,2012-11-12 21:15:03+01:00,washing,21,Fluxicon Disco
556,grooming,start,2012-11-12 21:15:13+01:00,grooming,21,Fluxicon Disco
557,grooming,complete,2012-11-12 22:34:48+01:00,grooming,21,Fluxicon Disco
558,prepareDinner,start,2012-11-12 22:35:21+01:00,prepareDinner,21,Fluxicon Disco
559,eatingDinner,start,2012-11-12 22:35:21+01:00,eatingDinner,21,Fluxicon Disco
560,prepareDinner,complete,2012-11-12 22:37:55+01:00,prepareDinner,21,Fluxicon Disco
561,eatingDinner,complete,2012-11-12 22:40:55+01:00,eatingDinner,21,Fluxicon Disco
562,washing,start,2012-11-12 22:53:46+01:00,washing,21,Fluxicon Disco
563,washing,complete,2012-11-12 22:53:54+01:00,washing,21,Fluxicon Disco
564,watchingtv,start,2012-11-12 22:54:10+01:00,watchingtv,21,Fluxicon Disco
565,watchingtv,complete,2012-11-12 23:34:43+01:00,watchingtv,21,Fluxicon Disco
566,toilet,start,2012-11-12 23:36:45+01:00,toilet,21,Fluxicon Disco
567,toilet,complete,2012-11-12 23:45:55+01:00,toilet,21,Fluxicon Disco
568,watchingtv,start,2012-11-12 23:46:23+01:00,watchingtv,21,Fluxicon Disco
569,watchingtv,complete,2012-11-13 01:27:41+01:00,watchingtv,21,Fluxicon Disco
570,End,start,2012-11-13 01:27:41+01:00,End,21,Fluxicon Disco
571,End,complete,2012-11-13 01:27:41+01:00,End,21,Fluxicon Disco
572,Start,start,2012-11-13 01:29:06+01:00,Start,31,Fluxicon Disco
573,Start,complete,2012-11-13 01:29:06+01:00,Start,31,Fluxicon Disco
574,washing,start,2012-11-13 01:29:06+01:00,washing,31,Fluxicon Disco
575,washing,complete,2012-11-13 01:29:39+01:00,washing,31,Fluxicon Disco
576,grooming,start,2012-11-13 01:29:52+01:00,grooming,31,Fluxicon Disco
577,grooming,complete,2012-11-13 01:29:56+01:00,grooming,31,Fluxicon Disco
578,sleeping,start,2012-11-13 01:30:32+01:00,sleeping,31,Fluxicon Disco
579,sleeping,complete,2012-11-13 08:53:50+01:00,sleeping,31,Fluxicon Disco
580,prepareBreakfast,start,2012-11-13 08:56:37+01:00,prepareBreakfast,31,Fluxicon Disco
581,prepareBreakfast,complete,2012-11-13 09:00:26+01:00,prepareBreakfast,31,Fluxicon Disco
582,eatingBreakfast,start,2012-11-13 09:04:54+01:00,eatingBreakfast,31,Fluxicon Disco
583,eatingBreakfast,complete,2012-11-13 09:10:12+01:00,eatingBreakfast,31,Fluxicon Disco
584,washing,start,2012-11-13 09:11:46+01:00,washing,31,Fluxicon Disco
585,washing,complete,2012-11-13 09:11:49+01:00,washing,31,Fluxicon Disco
586,toilet,start,2012-11-13 09:14:48+01:00,toilet,31,Fluxicon Disco
587,toilet,complete,2012-11-13 09:15:53+01:00,toilet,31,Fluxicon Disco
588,washing,start,2012-11-13 09:21:24+01:00,washing,31,Fluxicon Disco
589,washing,complete,2012-11-13 09:36:50+01:00,washing,31,Fluxicon Disco
590,grooming,start,2012-11-13 09:37:24+01:00,grooming,31,Fluxicon Disco
591,grooming,complete,2012-11-13 09:42:54+01:00,grooming,31,Fluxicon Disco
592,outdoors,start,2012-11-13 09:53:15+01:00,outdoors,31,Fluxicon Disco
593,outdoors,complete,2012-11-13 10:12:12+01:00,outdoors,31,Fluxicon Disco
594,snack,start,2012-11-13 10:14:04+01:00,snack,31,Fluxicon Disco
595,snack,complete,2012-11-13 10:51:55+01:00,snack,31,Fluxicon Disco
596,outdoors,start,2012-11-13 10:52:45+01:00,outdoors,31,Fluxicon Disco
597,outdoors,complete,2012-11-13 13:45:58+01:00,outdoors,31,Fluxicon Disco
598,snack,start,2012-11-13 13:47:45+01:00,snack,31,Fluxicon Disco
599,snack,complete,2012-11-13 14:03:31+01:00,snack,31,Fluxicon Disco
600,toilet,start,2012-11-13 14:05:24+01:00,toilet,31,Fluxicon Disco
601,toilet,complete,2012-11-13 14:06:09+01:00,toilet,31,Fluxicon Disco
602,prepareLunch,start,2012-11-13 14:08:24+01:00,prepareLunch,31,Fluxicon Disco
603,prepareLunch,complete,2012-11-13 14:18:36+01:00,prepareLunch,31,Fluxicon Disco
604,eatingLunch,start,2012-11-13 14:19:01+01:00,eatingLunch,31,Fluxicon Disco
605,eatingLunch,complete,2012-11-13 14:42:36+01:00,eatingLunch,31,Fluxicon Disco
606,watchingtv,start,2012-11-13 14:43:07+01:00,watchingtv,31,Fluxicon Disco
607,watchingtv,complete,2012-11-13 16:05:03+01:00,watchingtv,31,Fluxicon Disco
608,toilet,start,2012-11-13 16:07:08+01:00,toilet,31,Fluxicon Disco
609,toilet,complete,2012-11-13 16:07:30+01:00,toilet,31,Fluxicon Disco
610,watchingtv,start,2012-11-13 16:33:20+01:00,watchingtv,31,Fluxicon Disco
611,watchingtv,complete,2012-11-13 17:33:47+01:00,watchingtv,31,Fluxicon Disco
612,snack,start,2012-11-13 17:34:23+01:00,snack,31,Fluxicon Disco
613,snack,complete,2012-11-13 17:36:34+01:00,snack,31,Fluxicon Disco
614,watchingtv,start,2012-11-13 17:37:31+01:00,watchingtv,31,Fluxicon Disco
615,watchingtv,complete,2012-11-13 18:48:40+01:00,watchingtv,31,Fluxicon Disco
616,snack,start,2012-11-13 18:51:51+01:00,snack,31,Fluxicon Disco
617,snack,complete,2012-11-13 19:45:03+01:00,snack,31,Fluxicon Disco
618,toilet,start,2012-11-13 19:46:30+01:00,toilet,31,Fluxicon Disco
619,toilet,complete,2012-11-13 19:50:13+01:00,toilet,31,Fluxicon Disco
620,watchingtv,start,2012-11-13 19:53:13+01:00,watchingtv,31,Fluxicon Disco
621,watchingtv,complete,2012-11-13 23:00:08+01:00,watchingtv,31,Fluxicon Disco
622,prepareDinner,start,2012-11-13 23:05:07+01:00,prepareDinner,31,Fluxicon Disco
623,prepareDinner,complete,2012-11-13 23:15:33+01:00,prepareDinner,31,Fluxicon Disco
624,eatingDinner,start,2012-11-13 23:17:07+01:00,eatingDinner,31,Fluxicon Disco
625,eatingDinner,complete,2012-11-13 23:37:33+01:00,eatingDinner,31,Fluxicon Disco
626,washing,start,2012-11-13 23:39:32+01:00,washing,31,Fluxicon Disco
627,washing,complete,2012-11-13 23:40:03+01:00,washing,31,Fluxicon Disco
628,grooming,start,2012-11-13 23:40:52+01:00,grooming,31,Fluxicon Disco
629,grooming,complete,2012-11-13 23:44:52+01:00,grooming,31,Fluxicon Disco
630,watchingtv,start,2012-11-13 23:45:05+01:00,watchingtv,31,Fluxicon Disco
631,watchingtv,complete,2012-11-14 00:21:10+01:00,watchingtv,31,Fluxicon Disco
632,End,start,2012-11-14 00:21:10+01:00,End,31,Fluxicon Disco
633,End,complete,2012-11-14 00:21:10+01:00,End,31,Fluxicon Disco
634,Start,start,2012-11-14 00:27:20+01:00,Start,41,Fluxicon Disco
635,Start,complete,2012-11-14 00:27:20+01:00,Start,41,Fluxicon Disco
636,washing,start,2012-11-14 00:27:20+01:00,washing,41,Fluxicon Disco
637,washing,complete,2012-11-14 00:28:29+01:00,washing,41,Fluxicon Disco
638,toilet,start,2012-11-14 00:28:44+01:00,toilet,41,Fluxicon Disco
639,toilet,complete,2012-11-14 00:28:59+01:00,toilet,41,Fluxicon Disco
640,sleeping,start,2012-11-14 00:29:41+01:00,sleeping,41,Fluxicon Disco
641,sleeping,complete,2012-11-14 05:12:29+01:00,sleeping,41,Fluxicon Disco
642,washing,start,2012-11-14 05:15:19+01:00,washing,41,Fluxicon Disco
643,washing,complete,2012-11-14 05:15:52+01:00,washing,41,Fluxicon Disco
644,grooming,start,2012-11-14 05:15:55+01:00,grooming,41,Fluxicon Disco
645,grooming,complete,2012-11-14 05:15:59+01:00,grooming,41,Fluxicon Disco
646,sleeping,start,2012-11-14 05:16:51+01:00,sleeping,41,Fluxicon Disco
647,sleeping,complete,2012-11-14 09:01:27+01:00,sleeping,41,Fluxicon Disco
648,toilet,start,2012-11-14 09:04:43+01:00,toilet,41,Fluxicon Disco
